STAIDT,site_no,STATION_NAME,LATITUDE,LONGITUDE,FINAL_REFERENCE,DA_SQKM,NHDV2_COMID
T11209500,11209500,NF KAWEAH R A KAWEAH CA,36.49022518,-118.9209344,N,129,14922171
T11209900,11209900,KAWEAH R A THREE RIVERS CA,36.44383632,-118.9034335,Y,418,14922321
T11210000,11210000,SF KAWEAH R NR THREE RIVERS CA,36.37494719,-118.856487,N,66.5,14922513
T11210100,11210100,SF KAWEAH R A THREE RIVERS CA,36.41661442,-118.9142668,N,86.7,14922415
T11210500,11210500,KAWEAH R NR THREE RIVERS CA,36.40661504,-118.9542677,N,519,14922805
T11210850,11210850,LEMONCOVE DITCH BL TERMINUS DAM CA,36.4152268,-119.007047,NA,NA,17192788
T11210930,11210930,FOOTHILL DITCH BL TERMINUS DAM CA,36.4132824,-119.0139918,NA,NA,17153620
T11210950,11210950,KAWEAH R BL TERMINUS DAM CA,36.41411572,-119.0126029,N,561,17192788
T11211300,11211300,DRY C NR LEMONCOVE CA,36.44744896,-119.0281594,N,75.6,17152974
T11211785,11211785,COTTONWOOD C AB COLLIER C NR ELDERWOOD CA,36.54244892,-119.1120531,N,52.3,17142690
T11211790,11211790,COTTONWOOD C NR ELDERWOOD CA,36.52967132,-119.1267757,N,60.4,17142742
T11212000,11212000,SAND C NR ORANGE COVE CA,36.62661582,-119.2476159,N,31.6,17142458
T11212500,11212500,SF KINGS R NR CEDAR GROVE CA,36.80688729,-118.749546,N,408,22059573
T11213000,11213000,KINGS R NR HUME CA,36.84716695,-118.8981626,N,835,22058549
T11213500,11213500,KINGS R AB NF NR TRIMMER CA,36.8632806,-119.124282,Y,952,22050535
T11214000,11214000,NF KINGS R BL MEADOWBROOK CA,37.08133045,-118.862888,Y,37.7,22048943
T11214200,11214200,FLEMING C NR BLACKCAP MOUNTAIN CA,37.09855245,-118.8620551,N,15,22048921
T11214400,11214400,POST CORRAL C NR BLACKCAP MTN CA,37.10688665,-118.8967782,N,27.9,22048927
T11214500,11214500,HELMS C AT SAND MEADOWS CA,37.09716659,-118.9731683,N,34.7,22049573
T11214540,11214540,HELMS PP NR WISHON RE CA,37.03938878,-118.9553892,NA,NA,22049617
T11214600,11214600,HELMS C BL COURTRIGHT DAM CA,37.07633329,-118.9687234,N,39.7,22048993
T11214900,11214900,NF KINGS R BL WISHON RES CA,37.00133394,-118.9731668,N,178,22049247
T11215000,11215000,NF KINGS R NR CLIFF CAMP CA,36.99383417,-118.9812225,N,181,22057895
T11215500,11215500,RANCHERIA C NR SMITH MDW CA,36.95133422,-118.9717773,N,21.3,22058083
T11215800,11215800,TEAKETTLE C A S3 NR PAT MTN CA,36.96105724,-119.0273349,N,0.86,22050323
T11215820,11215820,TEAKETTLE C TRIB NO2 NR PAT MTN CA,36.9596684,-119.0342796,N,0.85,22050327
T11215830,11215830,TEAKETTLE C TRIB N2A NR PAT MTN CA,36.9568906,-119.0315017,N,0.27,22050327
T11216000,11216000,NF KINGS R BL RANCHERIA C CA,36.92772391,-119.0092783,N,229,22050435
T11216200,11216200,NF KINGS R BL BALCH DIV DAM CA,36.90272435,-119.0509463,N,238,22050473
T11216300,11216300,BALCH PH NR FRESNO (NO1 & NO2 COMB) CA,36.90994684,-119.0876145,NA,NA,22057157
T11216400,11216400,DINKEY C SIPHON FISH RELEASE A BALCH CAMP CA,36.9080027,-119.1251159,N,NA,22050467
T11216500,11216500,NF KINGS R AB DINKEY C A BALCH CAMP CA,36.90328046,-119.1215046,N,250,22050465
T11216800,11216800,ROCK C A DINKEY C CA,37.0899463,-119.1617858,N,7.6,22047771
T11217000,11217000,DINKEY C A DINKEY MDW NR SHAVER LK CA,37.04716886,-119.1487295,N,50.7,22048113
T11217500,11217500,DEER C BL EF NR SHAVER LK CA,37.00272406,-119.0648369,N,19,22047939
T11218000,11218000,DINKEY C A MOUTH CA,36.91661386,-119.1342831,N,132,22050467
T11218400,11218400,NF KINGS R BL DINKEY C NR BALCH CAMP CA,36.87966948,-119.1287268,N,387,22057161
T11218500,11218500,KINGS R BL NF NR TRIMMER CA,36.87466959,-119.1417829,Y,1342,22050527
T11218501,11218501,COMBINED FLOW KINGS R BL N F & KINGS R PP CA,36.87466959,-119.1417828,NA,NA,22050527
T11218700,11218700,KINGS R PH NR BALCH CAMP CA,36.88828079,-119.1584503,NA,NA,22057161
T11220000,11220000,BIG C AB PINE FLAT RES NR TRIMMER CA,36.91633697,-119.2445652,Y,70,22050457
T11220500,11220500,SYCAMORE C AB PINE FLAT RES NR TRIMMER CA,36.92022642,-119.3098459,Y,56.1,22057147
T11221500,11221500,KINGS R BL PINE FLAT DAM CA,36.83050452,-119.3362347,N,1545,17149772
T11221700,11221700,MILL C NR PIEDRA CA,36.81856014,-119.3417904,N,127,14907219
T11222000,11222000,KINGS R A PIEDRA CA,36.81661564,-119.3359567,N,1693,14900473
T11224500,11224500,LOS GATOS C AB NUNEZ CYN NR COALINGA CA,36.21467719,-120.4707116,Y,95.8,14883269
T11225000,11225000,LOS GATOS C NR COALINGA CA,36.21662139,-120.4509884,N,105,14883275
T11226000,11226000,NF SAN JOAQUIN R BL IRON C CA,37.61382594,-119.2343013,N,35.5,17112827
T11226500,11226500,SAN JOAQUIN R A MILLER CROSSING CA,37.51049707,-119.1973476,Y,249,17113015
T11228500,11228500,GRANITE C NR CATTLE MOUNTAIN CA,37.52660774,-119.2587389,N,47.8,17112989
T11229500,11229500,WARD TUNNEL A INTAKE A FLORENCE LAKE CA,37.2721651,-118.9723379,NA,NA,17119557
T11230000,11230000,SF SAN JOAQUIN R NR FLORENCE LK CA,37.27327601,-118.9659491,N,171,948040332
T11230200,11230200,HOOPER C BL DIV DAM NR FLORENCE LAKE CA,37.305775,-118.9506724,N,7.22,17119111
T11230215,11230215,SF SAN JOAQUIN R BL HOOPER C NR FLORENCE LAKE CA,37.3096642,-118.9620614,N,184,948040328
T11230500,11230500,BEAR C NR LAKE THOMAS A EDISON CA,37.3393863,-118.9734513,Y,52.5,17118323
T11230520,11230520,BEAR C CONDUIT NR LAKE THOMAS A EDISON CA,37.3360531,-118.9753956,NA,NA,17118327
T11230530,11230530,BEAR C BELOW DIV DAM NR LAKE THOMAS A EDISON CA,37.33549758,-118.9756734,N,52.8,17118355
T11231500,11231500,MONO C BL LK THOMAS A EDISON CA,37.361331,-118.992063,N,92.5,17119099
T11231550,11231550,MONO C CONDUIT NR MONO HOT SPRINGS CA,37.35994237,-118.9984518,NA,NA,17118303
T11231600,11231600,MONO C BL DIV DAM NR MONO HOT SPRINGS CA,37.35994237,-118.9984518,N,92.8,17119099
T11232000,11232000,SF SAN JOAQUIN R NR HOFFMAN MDW CA,37.41660924,-119.1454004,N,424,17114913
T11232500,11232500,JACKASS C NR BASS LAKE CA,37.48883067,-119.3037399,N,12.1,17114849
T11234500,11234500,CHIQUITO C NR BASS LAKE CA,37.41299788,-119.3820775,N,60.1,17114909
T11234750,11234750,MAMMOTH POOL FISHWATER TURBINE NR BIG CREEK CA,37.32216656,-119.3248501,NA,995,17115185
T11234760,11234760,SAN JOAQUIN R AB SHAKEFLAT C NR BIG CREEK CA,37.3166111,-119.3295725,N,1003,17115185
T11235000,11235000,SAN JOAQUIN R AB BIG CREEK CA,37.23744579,-119.331516,N,1050,17115421
T11235100,11235100,MAMMOTH POOL PP NR BIG CREEK CA,37.22494599,-119.3379052,NA,NA,17115423
T11235500,11235500,PORTAL POWERPLANT AT HUNTINGTON LAKE CA,37.25688909,-119.1592869,NA,NA,17116169
T11236080,11236080,HUNTINGTON-SHAVER COND IT A HUNTINGTON LK CA,37.2193897,-119.2203998,NA,NA,17116235
T11237000,11237000,BIG C BL HUNTINGTON LK CA,37.2213341,-119.2126217,N,81.1,948040323
T11237500,11237500,PITMAN C BL TAMARACK C CA,37.19855659,-119.2137328,Y,22.9,17116209
T11237600,11237600,PITMAN C SHAFT BL TAMARACK C NR BIG CREEK CA,37.1982788,-119.2142883,NA,NA,17116209
T11237700,11237700,PITMAN C NR TAMARACK MOUNTAIN CA,37.19911215,-119.2151217,N,23,17116209
T11238000,11238000,PITMAN C AT BIG CREEK CA,37.20272331,-119.234289,N,23.7,17116209
T11238100,11238100,BIG C PH NO 1 AT BIG CREEK CA,37.2041122,-119.2398448,NA,NA,17115511
T11238250,11238250,EASTWOOD PP AB SHAVER LK NR BIG CREEK CA,37.13189099,-119.2617899,NA,NA,17115751
T11238380,11238380,BIG C PH NO 2 NR BIG CREEK CA,37.19883496,-119.3065146,NA,NA,17115579
T11238400,11238400,BIG C PH NO 2A NR BIG CREEK CA,37.19911273,-119.3054034,NA,NA,17116205
T11238500,11238500,BIG C NR MOUTH NR BIG CREEK CA,37.20772385,-119.3212376,N,131,17116205
T11238550,11238550,BIG C PH NO 8 NR BIG CREEK CA,37.20966833,-119.328738,NA,NA,17115529
T11238600,11238600,SAN JOAQUIN R AB STEVENSON C NR BIG CREEK CA,37.2077239,-119.329849,N,1197,17116559
T11239000,11239000,HUNTINGTON-SHAVER CONDUIT OTLT NR SHAVER LK CA,37.15494607,-119.2323443,NA,NA,17116237
T11239300,11239300,NF STEVENSON C A PERIMETER RD NR BIG C CA,37.13689087,-119.2545673,N,4.42,17116249
T11241500,11241500,STEVENSON C A SHAVER LK CA,37.14466898,-119.3084588,N,29.4,17115711
T11241800,11241800,BIG C PH NO 3 NR SHAVER LK CA,37.14855844,-119.3865182,NA,NA,17115699
T11242000,11242000,SAN JOAQUIN R AB WILLOW C NR AUBERRY CA,37.14439236,-119.454577,N,1295,17115703
T11242350,11242350,SOQUEL DIV NR SUGAR PINE CA,37.42549637,-119.5490338,NA,NA,17114855
T11242400,11242400,NF WILLOW C NR SUGAR PINE CA,37.3977195,-119.5662563,N,16.9,17115031
T11243300,11243300,BROWNS C CN AT BASS LAKE CA,37.2874456,-119.5195827,NA,NA,17116317
T11243500,11243500,PGE NO 3 CONDUIT NR BASS LAKE CA,37.2891122,-119.5298613,NA,NA,17115319
T11244000,11244000,NF WILLOW C NR BASS LAKE CA,37.28883445,-119.530139,N,50.8,17115319
T11244100,11244100,SAN JOAQUIN PH NO3 NR NORTH FORK CA,37.2549467,-119.5193039,NA,NA,17115319
T11245000,11245000,SF WILLOW C NR NORTH FORK CA,37.21383619,-119.4926351,N,39.8,17115453
T11245500,11245500,WHISKEY C NR NORTH FORK CA,37.22494688,-119.4565222,N,11.6,17115563
T11246500,11246500,WILLOW C A MOUTH NR AUBERRY CA,37.1507812,-119.4604107,N,130,17116241
T11246530,11246530,BIG C PH NO 4 NR AUBERRY CA,37.13883716,-119.4898565,NA,NA,17116245
T11246570,11246570,SAN JOAQUIN PH NO2 NR NORTH FORK CA,37.20161417,-119.4976352,NA,NA,17116229
T11246590,11246590,SAN JOAQUIN PH NO1A NR AUBERRY CA,37.15828085,-119.4273536,NA,NA,17116403
T11246610,11246610,SAN JOAQUIN PH NO1 NR AUBERRY (WISHON PH) CA,37.15328149,-119.5059686,NA,NA,17116391
T11246700,11246700,SAN JOAQUIN R NR AUBERRY CA,37.1321706,-119.5315256,N,1461,17115743
T11246950,11246950,KERCKHOFF PH NR AUBERRY CA,37.09328219,-119.5526376,NA,NA,17116573
T11247000,11247000,SAN JOAQUIN R BL KERCKHOFF PH NR PRATHER CA,37.07911569,-119.5609713,N,1480,17115887
T11247050,11247050,KERCKHOFF PH NO 2 A MILLERTON LK NR AUBERRY CA,37.07217134,-119.5579154,NA,NA,17116441
T11247500,11247500,BIG SANDY C NR AUBERRY CA,37.05272717,-119.5426365,N,27.3,17115919
T11248000,11248000,FINE GOLD C NR FRIANT CA,37.06661565,-119.6481985,N,92.7,17115907
T11249500,11249500,MADERA CN A FRIANT CA,37.0027273,-119.7068118,NA,NA,19778329
T11250000,11250000,FRIANT-KERN CN A FRIANT CA,36.9980051,-119.7040338,NA,NA,19791923
T11250500,11250500,COTTONWOOD C NR FRIANT CA,37.00133839,-119.7204236,N,35.6,17100977
T11251000,11251000,SAN JOAQUIN R BL FRIANT CA,36.98439397,-119.7243124,N,1676,19791955
T11251500,11251500,LITTLE DRY C NR FRIANT CA,36.93967195,-119.6829204,N,57.9,19791925
T11251600,11251600,LITTLE DRY C A MOUTH NR FRIANT CA,36.93467181,-119.7301452,N,77.4,19791931
T11253000,11253000,SAN JOAQUIN R NR BIOLA CA,36.82272414,-120.0882159,N,1811,19784325
T11253310,11253310,CANTUA C NR CANTUA CREEK CA,36.40217399,-120.4334917,Y,46.4,14882615
T11253500,11253500,JAMES BYPASS (FRESNO SLOUGH) NR SAN JOAQUIN CA,36.65244895,-120.1812687,NA,NA,17136358
T11254000,11254000,SAN JOAQUIN R NR MENDOTA CA,36.8105046,-120.3782256,N,3940,19784319
T11255500,11255500,PANOCHE C BL SILVER C NR PANOCHE CA,36.61884106,-120.6737861,N,293,19780249
T11255550,11255550,LITTLE PANOCHE C TRIB NO 1 NR PANOCHE CA,36.71800677,-120.864906,N,0.33,19780085
T11256000,11256000,SAN JOAQUIN R NR DOS PALOS CA,36.99494643,-120.5010129,N,4669,19784273
T11257100,11257100,MIAMI C NR OAKHURST CA,37.39355278,-119.6543181,Y,10.6,17099787
T11257500,11257500,FRESNO R NR KNOWLES CA,37.23716913,-119.7748763,Y,133,17100137
T11258000,11258000,FRESNO R BL HIDDEN DAM NR DAULTON CA,37.09744734,-119.8896013,Y,258,17100623
T11258800,11258800,EF CHOWCHILLA R NR AHWAHNEE CA,37.33605443,-119.8162709,N,57.8,17099913
T11258900,11258900,WF CHOWCHILLA R NR MARIPOSA CA,37.42049563,-119.8746104,N,33.6,17099715
T11258920,11258920,MF CHOWCHILLA R NR NIPINNAWASEE CA,37.38327485,-119.8376626,N,13.6,17099783
T11258960,11258960,CHOWCHILLA R AB WILLOW C NR RAYMOND CA,37.27300075,-119.881272,N,173,17100053
T11258980,11258980,CHOWCHILLA R NR RAYMOND CA,37.2599452,-119.9462749,N,201,17100087
T11259000,11259000,CHOWCHILLA R BL BUCHANAN DAM NR RAYMOND CA,37.21550105,-119.9912761,Y,236,17100939
T11260000,11260000,SAN JOAQUIN R NR EL NIDO CA,37.11188912,-120.5899092,N,6443,19777431
T11260001,11260001,SAN JOAQUIN R + CHAMBERLAIN SL NR EL NIDO CA,37.11188912,-120.5899092,NA,6447,19777431
T11260200,11260200,BEAR C NR CATHEYS VALLEY CA,37.47771555,-120.1135129,N,24.9,17098955
T11260225,11260225,BURNS C A HORNITOS CA,37.49604827,-120.2396298,N,26.7,17098957
T11260480,11260480,MARIPOSA C NR CATHEYS VALLEY CA,37.39882931,-120.0037831,N,65.7,17098987
T11261000,11261000,SALT SLOUGH NR LOS BANOS CA,37.1596655,-120.8093623,N,NA,948040356
T11261100,11261100,SALT SLOUGH A HWY 165 NR STEVINSON CA,37.24771864,-120.8521446,N,NA,19777307
T11261500,11261500,SAN JOAQUIN R A FREMONT FORD BRIDGE CA,37.3099386,-120.9310369,N,7615,19771455
T11262800,11262800,LOS BANOS C NR LOS BANOS CA,37.01661256,-120.9024152,Y,159,19772875
T11262895,11262895,SAN LUIS DR SITE B NR STEVINSON CA,37.2407741,-120.8779783,NA,NA,19777385
T11262900,11262900,MUD SLOUGH NR GUSTINE CA,37.26244,-120.9065908,N,NA,19771685
T11263000,11263000,SAN LUIS C NR LOS BANOS CA,37.06522175,-121.0718667,NA,84.6,948040343
T11264500,11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73159272,-119.5587736,Y,181,21609533
T11265000,11265000,TENAYA C NR YOSEMITE VILLAGE CA,37.74214772,-119.5579409,N,46.9,21609435
T11265500,11265500,MERCED R A YOSEMITE CA,37.74381435,-119.590165,N,236,21609431
T11266000,11266000,YOSEMITE C A YOSEMITE CA,37.74548095,-119.5954432,N,42.7,21609419
T11266500,11266500,MERCED R A POHONO BRIDGE NR YOSEMITE CA,37.71687138,-119.6662788,Y,321,21609641
T11267300,11267300,SF MERCED R A WAWONA CA,37.53882469,-119.6621022,N,100,21610419
T11267350,11267350,BIG C DIV NR FISH CAMP CA,37.46938349,-119.6151512,NA,NA,948040317
T11267500,11267500,SF MERCED R NR WAWONA CA,37.54160229,-119.6732143,N,132,21610403
T11268000,11268000,SF MERCED R NR EL PORTAL CA,37.65131973,-119.8854532,Y,241,21610027
T11268200,11268200,MERCED R NR BRICEBURG CA,37.63576505,-119.9332325,N,691,21610715
T11268500,11268500,MERCED R A BAGBY CA,37.61104447,-120.1315727,N,911,21608675
T11269300,11269300,MAXWELL C A COULTERVILLE CA,37.71604127,-120.1899102,YY,17,21606909
T11269700,11269700,EXCHEQUER PH A EXCHEQUER CA,37.5835456,-120.2757438,N,NA,21607271
T11270000,11270000,MERCED R A EXCHEQUER CA,37.58187901,-120.2801884,N,1037,21607271
T11270610,11270610,MCSWAIN PH NR SNELLING CA,37.52132518,-120.3099106,NA,NA,21608729
T11270800,11270800,NORTHSIDE CN A MERCED FALLS CA,37.52271397,-120.334356,NA,NA,2824416
T11270900,11270900,MERCED R BL MERCED FALLS DAM NR SNELL CA,37.5216029,-120.3324114,N,1061,2824504
T11271320,11271320,DRY C NR SNELLING CA,37.55493506,-120.4632498,N,67.6,2824270
T11271500,11271500,MERCED R NR LIVINGSTON CA,37.3913266,-120.7871459,N,1259,2833552
T11272500,11272500,MERCED R NR STEVINSON CA,37.37077046,-120.9304826,N,1273,2833552
T11274000,11274000,SAN JOAQUIN R NR NEWMAN CA,37.3504928,-120.97715,N,9520,2829226
T11274500,11274500,ORESTIMBA C NR NEWMAN CA,37.31549247,-121.1252081,Y,134,2828012
T11274538,11274538,ORESTIMBA CR AT RIVER RD NR CROWS LANDING CA,37.41354657,-121.0160412,N,NA,2827158
T11274550,11274550,SAN JOAQUIN R NR CROWS LANDING CA,37.43187949,-121.0138193,N,9694,2828044
T11274600,11274600,DEL PUERTO C TRIB 1 NR PATTERSON CA,37.40410175,-121.4371618,N,0.71,16594851
T11274610,11274610,DEL PUERTO C TRIB 2 NR PATTERSON CA,37.42354527,-121.3427154,N,0.02,16594795
T11274630,11274630,DEL PUERTO C NR PATTERSON CA,37.48659935,-121.2091026,Y,72.6,2827982
T11274790,11274790,TUOLUMNE R A GRAND CYN OF TUOLUMNE AB HETCH HETCHY,37.916588,-119.659894,Y,301,17081597
T11274800,11274800,TUOLUMNE R AT HETCH HETCHY NR SEQUOIA CA,37.9554763,-119.7593427,N,404,17082215
T11275000,11275000,FALLS C NR HETCH HETCHY CA,37.97075376,-119.764343,Y,46,17082117
T11276500,11276500,TUOLUMNE R NR HETCH HETCHY CA,37.93742147,-119.7982326,N,457,17081559
T11276600,11276600,TUOLUMNE R AB EARLY INTAKE NR MATHER CA,37.87936848,-119.947126,N,484,17082145
T11276900,11276900,TUOLUMNE R BL EARLY INTAKE NR MATHER CA,37.8815908,-119.9701824,N,487,17082145
T11277000,11277000,CHERRY C NR HETCH HETCHY CA,37.99825414,-119.9010136,N,111,17082171
T11277100,11277100,LK ELEANOR DIV TO CHERRY LAKE NR HETCH HETCHY CA,37.9796433,-119.8818464,NA,NA,17082195
T11277300,11277300,CHERRY C BL VALLEY DAM NR HETCH HETCHY CA,37.96769944,-119.9174029,N,118,17081431
T11278000,11278000,ELEANOR C NR HETCH HETCHY CA,37.969088,-119.882124,N,78.4,17081409
T11278200,11278200,CHERRY C CN NR EARLY INTAKE CA,37.8932571,-119.9557374,NA,NA,17081711
T11278300,11278300,CHERRY C NR EARLY INTAKE CA,37.89436824,-119.962682,N,226,17082139
T11278400,11278400,"CHERRY C BL DION R HOLM PH, NR MATHER CA",37.8902017,-119.9699046,N,234,17081685
T11279500,11279500,SF TUOLUMNE R AT ITALIAN F NR SEQUOIA CA,37.82325848,-119.9176806,N,64.9,17081887
T11281000,11281000,SF TUOLUMNE R NR OAKLAND RECREATION CAMP CA,37.82159266,-120.0129616,Y,87,17078519
T11281500,11281500,M TUOLUMNE R NR MATHER CA,37.8499241,-119.8676789,N,52.4,17081795
T11282000,11282000,M TUOLUMNE R A OAKLAND RECREATION CAMP CA,37.82825915,-120.0115727,Y,73.5,17078467
T11282500,11282500,SF TUOLUMNE R NR BUCK MEADOWS CA,37.83742588,-120.0454624,N,164,17078463
T11283000,11283000,TUOLUMNE R NR BUCK MEADOWS CA,37.83714818,-120.0535182,N,924,17078431
T11283100,11283100,LILY C NR PINECREST CA,38.14463936,-119.9007361,N,11.9,17076303
T11283200,11283200,BELL C NR PINECREST CA,38.1626948,-119.9432376,N,9.11,17076215
T11283250,11283250,CLAVEY R NR LONG BARN CA,38.07658641,-120.0112948,N,48.9,17074613
T11283350,11283350,REED C NR LONG BARN CA,38.00464384,-120.022128,N,27.2,17074999
T11283500,11283500,CLAVEY R NR BUCK MEADOWS CA,37.90048017,-120.0718517,Y,144,17078183
T11284400,11284400,BIG C AB WHITES GULCH NR GROVELAND CA,37.8418714,-120.1849103,Y,16.4,17078425
T11284500,11284500,BIG C NR GROVELAND CA,37.85826014,-120.2062997,N,25,17078365
T11284700,11284700,NF TUOLUMNE R NR LONG BARN CA,38.09880899,-120.0996308,N,23.1,17074571
T11285000,11285000,NF TUOLUMNE R AB DYER C NR TUOLUMNE CA,37.98131299,-120.2065768,N,69.2,17077893
T11286500,11286500,WOODS C NR JACKSONVILLE CA,37.85826064,-120.3968611,N,97.2,17080219
T11288000,11288000,TUOLUMNE R AB LA GRANGE DAM NR LA GRANGE CA,37.70909762,-120.4132502,N,1532,17080367
T11289000,11289000,MODESTO CN NR LA GRANGE CA,37.67243198,-120.4749183,NA,NA,2826002
T11289500,11289500,TURLOCK CN NR LA GRANGE CA,37.66576548,-120.4410283,NA,NA,2823784
T11289501,11289501,COMBINED FLOW MODESTO CN PLUS TURLOCK CN CA,37.666321,-120.4421394,NA,NA,2823750
T11289650,11289650,TUOLUMNE R BL LAGRANGE DAM NR LAGRANGE CA,37.666321,-120.4421394,N,1538,2823750
T11289651,11289651,COMB FLOW TUOLUMNE R + MODESTO CN + TURLOCK CA,37.66632102,-120.4421394,NA,1538,2823750
T11290000,11290000,TUOLUMNE R A MODESTO CA,37.6268752,-120.9879889,N,1884,2823972
T11292000,11292000,MF STANISLAUS R AT KENNEDY MDWS NR DARDANELLE CA,38.29741247,-119.7412867,N,47.5,347511
T11292500,11292500,CLARK FORK STANISLAUS R NR DARDANELLE CA,38.36380105,-119.8712915,Y,67.5,347487
T11292610,11292610,DONNELL PH NR STRAWBERRY CA,38.2463047,-120.03463,NA,NA,344873
T11292700,11292700,MF STANISLAUS R A HELLS HALF ACRE BRIDGE CA,38.247138,-120.03463,N,287,344873
T11292820,11292820,BEARDSLEY PH NR STRAWBERRY CA,38.20269508,-120.0768533,NA,NA,343157
T11292860,11292860,JW SOUTHERN PP A SND BAR DIV DAM NR LNG BRN CA,38.184363,-120.1576891,NA,NA,343265
T11292900,11292900,MF STANISLAUS R BL BEARDSLEY DAM CA,38.19325109,-120.0990762,N,316,343203
T11292901,11292901,MF STANISLAUS R BL BEARDSLEY DAM TOTAL FLOW CA,38.19325109,-120.0990762,NA,NA,343205
T11293000,11293000,MF STANISLAUS R A SBF NR AVERY CA,38.18658501,-120.1421331,N,325,343235
T11293500,11293500,NF STANISLAUS R BL SILVER C CA,38.43935632,-120.0157411,N,27.8,342483
T11293580,11293580,NF STANISLAUS R DIV TUNNEL NR BIG MDW CA,38.41019006,-119.9957403,NA,NA,346319
T11293600,11293600,NF STANISLAUS R BL DIV DAM NR BIG MDW CA,38.4343564,-120.0187968,N,28.8,342483
T11293700,11293700,HOBART C AT NF DIV TUNNL OUTLT NR SPICER MDWS CA,38.41157892,-119.9946292,N,1.13,346319
T11293710,11293710,NF STANISLAUS DIV TU OL BL HOBART C NR NSMD CA,38.4107456,-119.9951847,NA,NA,346319
T11293760,11293760,NEW SPICER MDW DAM PP A NSMD NR B MDW CA,38.39241265,-119.9993515,NA,NA,347483
T11294000,11294000,HIGHLAND C BL SPICER MEADOWS RES CA,38.3929682,-119.9990737,Y,45.4,342587
T11294300,11294300,NF STANISLAUS R BL GAN DAMS NR BIG MDW CA,38.40130223,-120.1124112,N,111,342555
T11294400,11294400,NF STANISLAUS R A SOURGRASS CG NR DORINGTON CA,38.3204715,-120.2190814,N,NA,342759
T11294500,11294500,NF STANISLAUS R NR AVERY CA,38.2438067,-120.2910282,Y,166,344905
T11295000,11295000,UTICA CN NR AVERY CA,38.24325119,-120.2910282,NA,NA,344905
T11295210,11295210,BEAVER C DIV TO MCKAYS POINT RES NR ARNOLD CA,38.23352925,-120.2799164,NA,NA,343061
T11295230,11295230,BEAVER CR BEL DIV DAM NR ARNOLD CA,38.2329737,-120.280472,N,29.3,343061
T11295240,11295240,UTICA CA A PRESSURE TAP NR HATHAWAY PINES CA,38.19241898,-120.3549186,NA,NA,343271
T11295250,11295250,COLLIERVILLE PP NR HATHAWAY PINES CA,38.14242024,-120.3785296,NA,NA,343159
T11295270,11295270,NF STANISLAUS R BL MCKAYS POINT DAM NR AVERY CA,38.2326959,-120.293528,N,166,343159
T11295300,11295300,NF STANISLAUS R BL BEAVER C NR HATHAWAY PINES CA,38.2071409,-120.3171396,N,196,343159
T11295400,11295400,STANISLAUS R NR HATHAWAY PINES CA,38.14130917,-120.3729738,N,629,343589
T11295401,11295401,STANISLAUS R NR HATHAWAY PINES CA (TOTAL FLOW),38.14130917,-120.3729738,NA,629,343589
T11295500,11295500,STANISLAUS TU A OUTLET CA,38.14464247,-120.3499175,NA,NA,344973
T11295505,11295505,STANISLAUS PP NR HATHAWAY PINES CA,38.13964256,-120.3704737,NA,NA,343589
T11296500,11296500,SF STANISLAUS R A STRAWBERRY CA,38.19741675,-120.0085176,N,44.8,343249
T11297000,11297000,PHILADELPHIA CN NR STRAWBERRY CA,38.1782509,-120.0465743,NA,NA,343343
T11297500,11297500,TUOLUMNE CN NR LONG BARN CA,38.0929765,-120.1685215,NA,NA,343847
T11298000,11298000,SF STANISLAUS R NR LONG BARN CA,38.09242097,-120.1687993,N,66.9,343907
T11299200,11299200,NEW MELONES PP BL NEW MELONES DAM NR SONORA CA,37.94631414,-120.5282548,N,NA,348435
T11299500,11299500,STANISLAUS R BL MELONES PH NR SONORA CA,37.94714745,-120.5301993,N,905,348435
T11299600,11299600,BLACK C NR COPPEROPOLIS CA,37.96103615,-120.6152035,Y,14.4,348419
T11299996,11299996,TULLOCH PH NR KNIGHTS FERRY CA,37.87603788,-120.6052025,NA,NA,349891
T11300000,11300000,STANISLAUS R NR KNIGHTS FERRY CA,37.87492679,-120.6060359,N,980,349891
T11300500,11300500,S SAN JOAQUIN CN NR KNIGHTS FERRY CA,37.85437157,-120.6382594,NA,NA,348569
T11300600,11300600,S SAN JOAQUIN MAIN CN BL DIV PT NR KNIGHTS CA,37.8232609,-120.6743718,NA,NA,2823198
T11300700,11300700,S SAN JOAQUIN MAIN CN BL WOODWARD RES CA,37.86048204,-120.8718787,NA,NA,2826152
T11300800,11300800,N MAIN CN BL DIV PT NR KNIGHTS FERRY CA,37.8335385,-120.6735385,NA,NA,2823132
T11301000,11301000,OAKDALE CN NR KNIGHTS FERRY CA,37.85881594,-120.6332592,NA,NA,348541
T11302000,11302000,STANISLAUS R BL GOODWIN DAM NR KNIGHTS FERRY CA,37.85159385,-120.6379816,N,986,348545
T11303000,11303000,STANISLAUS R A RIPON CA,37.72965078,-121.1104934,N,1075,2819818
T11303500,11303500,SAN JOAQUIN R NR VERNALIS CA,37.67604063,-121.2663293,N,13539,1897416
T11304000,11304000,CORRAL HOLLOW C NR TRACY CA,37.65659719,-121.4788334,N,61.6,1897194
T11305000,11305000,SAN DOMINGO C NR SAN ANDREAS CA,38.11519873,-120.6177057,N,26.2,17067338
